status,id,evaluation_id,student_id,school_id,rule_id,alert_type,severity,title,message,risk_score,risk_level,data,acknowledged_by,acknowledged_at,resolved_by,resolved_at,resolution_notes,intervention_id,cooldown_key,created_at,updated_at
resolved,c3b8bdec-2ef0-4874-f874-dbc7ef89d46c,5f55e5da-8ce9-44f0-5df6-eb69c6351ebe,4f6d2f72-e04a-4494-a2d8-a7c9330625ec,4c81bc97-321d-48c5-d316-8243b2e8187e,sample_text_5333,new_risk_detected,warning,Behavior incidents increasing,sample_text_3346,49.55,at_risk,sample_text_3214,02eac898-e03e-4ede-7167-c2b3f40e7d1a,2025-06-29T11:22:58.501Z,cb8fa579-1a0f-4b56-d0df-17115e069361,2025-11-26T15:42:48.040Z,sample_text_2722,6d2954e1-a294-4f4c-a73e-cd9374c16466,sample_text_5622,2026-01-16T07:59:14.644Z,2025-06-16T06:14:36.078Z
resolved,b57c8e2c-e892-4ef6-ad30-591981b960f2,448a6aaa-e781-44cd-010d-98bca65cd085,44e91cce-ea65-438a-461a-9f0cf86acc81,fecc715c-91cf-4144-4e6d-27d53565cfa5,sample_text_8908,chronic_absence,urgent,Grade decline detected,sample_text_5275,176.01,critical,sample_text_6258,8ac01f7d-9c30-4771-a900-d8fc5dd68b28,2025-07-05T10:25:02.862Z,1f8bb59a-e0eb-4b2b-fe13-07a0c2675cb8,2025-12-26T16:27:51.699Z,sample_text_5165,56ce6d7a-11a7-4010-eed8-0ac222e7299e,sample_text_7821,2025-12-27T02:09:50.759Z,2025-12-29T08:13:46.448Z
new,f96f9af5-fa5a-476e-49fc-de4c1d1fb5de,d7355834-8f23-4818-7ad6-92155e5de7cc,74996144-2438-4454-03fb-d777b4c9db8b,545d1106-2b34-4e12-24da-7673253ca1d7,sample_text_3432,attendance_drop,urgent,Rapid decline in math performance,sample_text_7125,542.84,critical,sample_text_3003,d686c193-7466-44fb-b1a6-37325154df4c,,8a0aa082-f148-423d-fd6f-c28d86c0215a,,,0f853a45-92cb-4e08-bb3a-9f894364a97f,sample_text_3014,2025-06-02T02:15:30.000Z,2025-06-06T02:33:55.433Z
acknowledged,89f4b71f-3e6e-4f83-f731-c64e67ff3baf,5746325c-82be-4434-f48d-1bced7dde4bf,4335fda9-afa6-493e-0026-1aa0263939a5,f0fe80e2-ee98-4631-fd46-bedaa4937130,sample_text_7631,threshold_breach,critical,Student at risk of chronic absence,sample_text_5482,509.85,critical,sample_text_5239,3bfa1ef4-6a42-4cc6-e6e5-1989f79cca90,2025-07-25T07:39:00.410Z,9c9bf7cc-e7e9-4ae2-6497-3685d6fe38d9,2025-08-13T04:59:38.742Z,sample_text_8302,e0b5f5e4-afd9-462e-ec04-fb5455b210a3,sample_text_7796,2026-03-30T00:33:51.676Z,2026-04-07T13:58:03.172Z
resolved,66755b5b-537b-42b4-b640-21e353e7ba1c,2f784474-c4ac-4c09-fb6f-83d34aa7e821,5bcd0cf0-44a3-4e73-1c78-3d3c73e703b3,e394ca10-b5a0-45cc-8730-3524aff8641a,sample_text_2626,trend_warning,warning,New student identified as at-risk,sample_text_3337,739.42,critical,sample_text_1550,13815186-454f-4056-c0e4-2d163f76617d,2025-11-06T09:37:37.014Z,074f3f9d-1d98-495a-36ce-ea4c10de32e7,2026-04-07T07:37:15.075Z,sample_text_5704,5ecd0d1d-d5ec-46f2-6aca-86fd5dfdab07,sample_text_7750,2025-08-21T19:03:32.827Z,2025-08-02T20:54:16.434Z
new,2fd1b36e-9fb2-4614-8b26-9d89c9990098,2aea477a-e481-499d-3646-8e78012420c5,2de16969-104d-43a0-bfd9-fe690d9d6eac,7d85b267-ac94-499b-94c1-eff3632a4d8b,sample_text_9511,chronic_absence,critical,3+ consecutive absences,sample_text_5929,486.98,critical,sample_text_2629,cf7e2aea-c07d-4ed1-1fc0-69c3d64d741c,,ade33206-8c00-4f20-4bf1-7781c1eb9609,,,c9e85a3d-88f7-4ead-d63e-86c9e54e124f,sample_text_2671,2026-02-10T06:10:12.269Z,2026-03-22T19:15:32.826Z
dismissed,202d6356-a5fc-4049-2851-a63f62b3a440,434f54d2-0de2-448e-3aa6-31e89513afed,9a9475d1-a832-46dc-d803-59feef06073e,5b1b6bbb-ac85-477d-9a11-d480281a4b21,sample_text_3142,new_risk_detected,warning,Attendance dropped below 90%,sample_text_776,918.99,critical,sample_text_1989,74bd910d-f592-4d1d-0e88-4bd9512f610b,2025-07-14T23:02:35.647Z,f8d9b2f5-6abe-4500-e812-54aa85e6d1f7,2025-06-07T23:09:17.640Z,sample_text_7402,6fb8d879-d8bc-47e9-d75c-868c65e4b80e,sample_text_6053,2025-11-29T19:58:33.302Z,2025-11-30T00:55:34.557Z
acknowledged,a04dca94-9aad-49fa-3e31-bf8cacfb78d4,f0c7eec2-294c-42ea-67e1-1bf6a37932a9,7e8ad38f-d17c-4824-3c91-c8579a6b5e5f,219980cb-3f77-4414-faeb-5f70b1472a36,sample_text_3943,chronic_absence,urgent,Behavior incidents increasing,sample_text_8270,8.55,critical,sample_text_2031,7eb2d58e-90b4-4cb6-235b-f52575ca8c43,2026-01-12T21:07:30.600Z,e4a45791-4bec-432e-83c4-834772750abf,2025-12-24T03:39:06.109Z,sample_text_9403,a9d01c6e-83df-4c25-d0c3-0543543bbe63,sample_text_3338,2025-09-08T20:19:38.884Z,2026-01-08T00:44:10.633Z
resolved,c486f738-a130-4e70-3fcf-615ba640ad03,6f411b8a-521f-4aa1-6fb6-c8df346650a4,8896db36-2d61-437b-b2c1-dc033ac04606,94519cc1-bdc7-4549-769e-8964efcea7c6,sample_text_1033,chronic_absence,urgent,3+ consecutive absences,sample_text_7151,837.92,at_risk,sample_text_1048,3f95f74e-1bdc-41c3-893d-2d90a62d76bc,2025-06-11T19:13:58.232Z,13815186-454f-4056-c0e4-2d163f76617d,2025-08-03T07:20:35.808Z,sample_text_1297,22a0a6d0-f90a-40bf-5c2c-2c0d989b6a0d,sample_text_5157,2025-07-01T11:14:45.076Z,2025-07-07T10:12:14.056Z
in_review,7a9448e6-c54b-44f9-c852-adaaa6045638,680724a7-7dd6-4b2f-50fc-6779dd6d345a,8a50d483-aa92-4384-4deb-3d5c6bf0f0f7,219980cb-3f77-4414-faeb-5f70b1472a36,sample_text_1176,threshold_breach,warning,Intervention overdue for review,sample_text_7632,845.5,critical,sample_text_3141,b8378524-c3b6-4652-6983-adbddb7aa9dd,2025-08-31T08:44:37.976Z,034eaa7e-6ebe-4134-5494-fbfbc43c72ec,2026-02-11T12:07:15.430Z,sample_text_2643,cc19aa3d-8df7-4ba6-943a-ebbf9970c3bc,sample_text_4599,2025-08-03T08:20:30.676Z,2026-03-27T21:45:44.556Z
new,320518ad-4801-47fd-fbe7-1653cb830734,a4fea8a7-00e2-4ec9-31d2-7d44cb21697c,cd807608-c28a-4e54-37b1-20305ffdcd5c,c8bf5171-97bd-4a3c-df89-c4059e1474e2,sample_text_5115,threshold_breach,critical,New student identified as at-risk,sample_text_1788,101.1,critical,sample_text_2908,ade33206-8c00-4f20-4bf1-7781c1eb9609,,47f67693-54d3-499f-af1f-6dc1264f95f8,,,90bb83ca-2bb7-45da-7fea-80080434dbd5,sample_text_6242,2025-06-07T00:33:08.796Z,2025-09-08T17:58:46.308Z
acknowledged,4c5cc5a5-f7fc-48b5-c023-4e8a00bd3da7,8c2cf410-849c-449c-c4a3-2684990da2a6,5354d00b-34f0-4a88-58d4-8decde6ce2ee,b017f20d-2b75-45dd-64d2-722f145a78d0,sample_text_441,grade_decline,urgent,New student identified as at-risk,sample_text_3143,519.73,at_risk,sample_text_8942,ade33206-8c00-4f20-4bf1-7781c1eb9609,2025-09-21T15:02:19.532Z,8ac01f7d-9c30-4771-a900-d8fc5dd68b28,2025-10-30T13:50:16.854Z,sample_text_6386,4802aca5-84c1-4dec-bcdf-1d631717991e,sample_text_7183,2025-09-20T08:35:03.380Z,2026-01-22T04:23:49.825Z
resolved,8e56dc78-0df9-4e95-e7db-4f40469069e0,6364a4d2-a366-456a-d506-b9afd8dcbba1,4f6d2f72-e04a-4494-a2d8-a7c9330625ec,4ca6797c-e546-4f8b-df90-dbb08907d99e,sample_text_4123,grade_decline,info,Attendance dropped below 90%,sample_text_7459,325.94,at_risk,sample_text_5275,54566fd8-2ce9-43f1-d9c4-3262fe0540e9,2025-10-30T13:12:33.105Z,cf7e2aea-c07d-4ed1-1fc0-69c3d64d741c,2025-12-09T19:02:21.081Z,sample_text_2564,4802aca5-84c1-4dec-bcdf-1d631717991e,sample_text_2455,2025-04-29T21:31:52.433Z,2025-04-30T23:11:19.817Z
new,24859e3d-e367-4c38-022f-e6053bcf85b2,b52e5773-020d-4795-8472-f9262fc21312,8e053e88-8c6b-4a2d-0248-e26f6841348e,f56bd850-ae1d-4c12-1f67-ecd289df1620,sample_text_6084,intervention_overdue,warning,Rapid decline in math performance,sample_text_1792,937.18,at_risk,sample_text_8038,b941f6ec-4ce0-4310-9221-6be0482727a0,,ade33206-8c00-4f20-4bf1-7781c1eb9609,,,1797da59-3197-4d22-4628-5686cdfac972,sample_text_8920,2025-10-11T21:28:17.995Z,2025-06-15T20:25:41.991Z
resolved,86f18b37-6129-49e5-b9f3-332d993788f1,f8b18ee8-1abe-403b-1b82-698554c31a37,12c936b7-76a2-4244-3342-f64b193771af,7d85b267-ac94-499b-94c1-eff3632a4d8b,sample_text_1864,grade_decline,critical,Rapid decline in math performance,sample_text_1036,828.5,critical,sample_text_1407,e4a45791-4bec-432e-83c4-834772750abf,2025-12-30T23:09:16.394Z,6a49f986-fadb-4bcd-512c-c56d68c9b08b,2025-12-14T07:18:48.267Z,sample_text_1136,ec3dd584-9571-48a4-dbfd-905d9bdad20d,sample_text_1678,2025-08-01T15:57:38.713Z,2026-02-26T04:26:14.260Z
new,d5c2fb8a-5ff3-48b3-d629-d7f77a6a0638,e7f3bb50-3298-4e3a-7743-9c97cf79b72a,2815d421-fa85-4846-4e67-32f2b052db68,3f4d6f7d-05f7-4310-de9f-ae93e46984db,sample_text_5870,trend_warning,warning,Missing assignment rate above 20%,sample_text_6466,32.72,at_risk,sample_text_6565,616cd82a-150d-43e4-e90b-50dd3877886b,,52f0edcc-bfb7-4f33-ad2e-fd54c484c769,,,53d17442-b477-40dd-7421-38a81cb807b4,sample_text_2487,2025-04-18T01:34:29.505Z,2025-11-12T06:20:22.096Z
new,d9be67e3-de33-4a4a-2d9d-2d519e1b2e13,c81b339b-8fcd-40a5-6dec-e159323b9228,09e8d1ef-f5f0-41fa-38f3-10bac079d03c,291d99ad-c85c-4557-8915-25527607d5cf,sample_text_5084,rapid_decline,urgent,Missing assignment rate above 20%,sample_text_1074,51.55,at_risk,sample_text_2184,5bbe0d79-fac8-4b07-36d1-5a4ce3a79f5a,,af45888d-3cda-415b-1d81-91022a417bde,,,e4ebc728-43de-4dc6-8cfd-0a6e04ab4faf,sample_text_8969,2025-06-09T12:36:58.632Z,2025-04-14T05:18:36.334Z
dismissed,b3156e37-7295-4041-2d98-12956cb0fb68,7cdc6961-bc88-447b-385f-88d4a914fb17,152072c0-f075-4a77-bebe-aaa40d5c36c5,b1160aa4-615e-46be-c33f-53b664f1618f,sample_text_1134,new_risk_detected,info,Grade decline detected,sample_text_2195,207.58,critical,sample_text_6562,e4b1ae0d-39bf-42a5-dfb9-7a9275ba3f82,2026-03-22T17:04:35.278Z,5b22fa71-538f-4f40-5599-52754e6eb443,2025-11-08T00:01:24.171Z,sample_text_5095,22a0a6d0-f90a-40bf-5c2c-2c0d989b6a0d,sample_text_9299,2026-03-21T21:06:41.416Z,2025-08-24T09:18:20.394Z
new,68e76af1-f173-46b1-c6c5-2798ae4d539a,e7f3bb50-3298-4e3a-7743-9c97cf79b72a,63b3d997-8d4b-4027-f32c-5ba74efdff76,8fcce2e7-79c7-439d-1c00-1a62a46a56f2,sample_text_6040,threshold_breach,info,Attendance dropped below 90%,sample_text_2970,877.21,critical,sample_text_9294,8ac01f7d-9c30-4771-a900-d8fc5dd68b28,,7eb2d58e-90b4-4cb6-235b-f52575ca8c43,,,0660e705-3f95-4fd9-a41a-321262e51eb3,sample_text_3388,2026-04-07T21:36:34.466Z,2025-11-14T22:41:54.732Z
new,997cf4eb-c34d-4d96-9fc4-a65010f2f37d,ca8295ea-2a98-4142-e084-e5658858cb42,ef30f378-ae06-4200-e466-b63a46dd4365,3f4d6f7d-05f7-4310-de9f-ae93e46984db,sample_text_4053,threshold_breach,info,New student identified as at-risk,sample_text_4275,714.7,at_risk,sample_text_7706,616cd82a-150d-43e4-e90b-50dd3877886b,,52f0edcc-bfb7-4f33-ad2e-fd54c484c769,,,2aec5726-4c1e-417e-c6cf-9881808fd293,sample_text_6301,2025-08-26T16:07:56.467Z,2026-03-22T09:47:46.494Z
new,3ad0a622-4ea1-45e6-6994-6dc4c94fe8b3,d7355834-8f23-4818-7ad6-92155e5de7cc,cd416869-1efc-4398-0a2a-903b79ed2d98,aed83b90-feeb-480d-e57c-176768104c81,sample_text_8607,new_risk_detected,urgent,Student at risk of chronic absence,sample_text_8808,328.29,at_risk,sample_text_8456,7eb2d58e-90b4-4cb6-235b-f52575ca8c43,,59b39d5f-196d-4a89-1b1d-30029759628a,,,7cd8bff5-4341-4461-ae03-af249bc974f9,sample_text_2986,2025-04-27T10:13:12.255Z,2025-05-31T08:32:52.265Z
acknowledged,1f20eb09-aab3-4179-5d1a-f58883573b56,c5dde937-f934-40e8-2d9a-c05b5caf8b32,3e334f12-6fd2-4fbe-3f23-a1309343356d,7006fd96-e3f8-4225-33e4-be34d610ffbb,sample_text_4217,threshold_breach,warning,Behavior incidents increasing,sample_text_5056,456.39,at_risk,sample_text_5786,e4a45791-4bec-432e-83c4-834772750abf,2026-01-13T05:01:42.454Z,03983122-261d-403c-9284-32860383f137,2026-03-29T10:35:40.824Z,sample_text_5628,f3245852-12e5-4379-8a66-102c2f3b17dc,sample_text_4127,2025-11-05T01:21:15.352Z,2026-04-07T10:15:10.244Z
dismissed,20e76629-4212-4cd5-4b78-b9a94de3b1b9,df5876b3-bb9a-4aa1-0990-8c0cd9da05b3,19b0ce65-5cea-46af-9685-0855cb090984,930d6afd-4225-4c87-6245-39cb7a7a0d26,sample_text_8855,intervention_overdue,warning,Grade decline detected,sample_text_1403,430.01,critical,sample_text_6901,3f95f74e-1bdc-41c3-893d-2d90a62d76bc,2025-05-12T02:12:14.141Z,b8378524-c3b6-4652-6983-adbddb7aa9dd,2026-02-02T05:41:53.245Z,sample_text_1990,f2392f7d-a5b0-4fcc-13a3-f5b494facaed,sample_text_3320,2026-01-01T14:40:40.153Z,2025-09-05T09:16:57.145Z
resolved,d939e21f-864b-4f0e-5367-204e258e1f7e,1c3027bb-c906-40de-87ce-32f88f5c70ac,83c0f5a4-11a8-4b1f-5064-e6047d878674,2a4e5e57-fab3-47be-aa17-438ff8cedd26,sample_text_2649,grade_decline,urgent,Behavior incidents increasing,sample_text_6477,97.13,at_risk,sample_text_8648,b3ab5a31-3db7-455f-604b-d752ad0d37c7,2025-12-23T09:42:28.365Z,234b0627-79ac-4de2-9e5f-3deaab1f438f,2025-12-12T13:16:41.005Z,sample_text_4784,9bc1579d-9568-426b-e472-0da17f977ab5,sample_text_3945,2025-11-08T12:13:12.311Z,2025-10-02T15:01:33.081Z
resolved,2d38d923-0431-4113-9aca-e63d63bcf68b,b0d8ae14-ce20-447f-a55b-bcb1a275fb58,6fd51bd1-cbdc-4c3a-0686-e52d7fe6061c,5b1b6bbb-ac85-477d-9a11-d480281a4b21,sample_text_4795,grade_decline,urgent,New student identified as at-risk,sample_text_4504,128.75,at_risk,sample_text_3693,03983122-261d-403c-9284-32860383f137,2025-08-01T09:03:39.520Z,ade33206-8c00-4f20-4bf1-7781c1eb9609,2026-01-24T22:29:15.819Z,sample_text_4210,31fb5354-049b-46e1-41fa-bbca63b07359,sample_text_2345,2025-11-08T18:04:15.355Z,2026-02-17T10:23:28.185Z
new,3c5d71b8-efb5-4847-b93f-c28abbedeb2f,cdd23a74-1abe-4601-0eaf-9da15f575f47,09e8d1ef-f5f0-41fa-38f3-10bac079d03c,5b1b6bbb-ac85-477d-9a11-d480281a4b21,sample_text_1808,chronic_absence,warning,Rapid decline in math performance,sample_text_1347,35.84,at_risk,sample_text_1584,8a0aa082-f148-423d-fd6f-c28d86c0215a,,8a0aa082-f148-423d-fd6f-c28d86c0215a,,,9fb97d7d-c648-45dd-decd-8fba34ef4c41,sample_text_5395,2025-12-09T16:27:57.397Z,2025-10-06T21:10:06.658Z
resolved,2c2545b2-297c-45e8-8aaf-365f94c1ac34,3b59221f-db4c-4a43-4d58-947a6828c105,fb441a9a-76af-4633-ef6e-1ccf7e88caa7,fe4720c1-f369-4760-b122-6b324f08f3a3,sample_text_5899,new_risk_detected,urgent,New student identified as at-risk,sample_text_4468,831.82,critical,sample_text_2694,9eaa373f-8df1-4b6c-b2c9-c62b6f3363fe,2025-05-04T13:51:09.155Z,3bfa1ef4-6a42-4cc6-e6e5-1989f79cca90,2026-01-06T15:11:53.357Z,sample_text_772,6f646e24-7167-4f14-1525-7476ae2c26ef,sample_text_1166,2025-12-05T15:28:10.725Z,2026-03-13T21:53:47.264Z
new,f6192340-7363-489a-a52d-12fb9783dc72,798680ef-54c4-4f96-9e09-99c392b049e9,ef30f378-ae06-4200-e466-b63a46dd4365,314cdd92-266e-488d-cf88-6e18f6db8ca6,sample_text_157,threshold_breach,info,Rapid decline in math performance,sample_text_6746,469.88,critical,sample_text_5727,699866f4-eda9-4222-4727-7702d9d050eb,,b68d9d85-277a-4f14-1564-cbb9598388f9,,,4802aca5-84c1-4dec-bcdf-1d631717991e,sample_text_4858,2026-03-04T12:29:48.686Z,2025-06-12T22:11:12.968Z
resolved,4a79112c-affb-488d-9ec3-9d05496ce14a,17dfb096-9be0-4396-20e8-d6821cf141a1,942582d6-df90-465e-0a7c-344463dcc5fc,fecc715c-91cf-4144-4e6d-27d53565cfa5,sample_text_8972,attendance_drop,warning,3+ consecutive absences,sample_text_1757,18.72,at_risk,sample_text_1446,74bd910d-f592-4d1d-0e88-4bd9512f610b,2025-04-21T10:40:42.697Z,d686c193-7466-44fb-b1a6-37325154df4c,2025-12-11T20:50:20.963Z,sample_text_240,354a8aed-8ff3-48d7-00fd-76a6427a85cc,sample_text_9573,2025-09-27T07:48:42.909Z,2026-01-29T12:43:47.025Z
new,38d0f4b8-495a-4af8-f69b-0bf6468f4e58,3f60847e-3e8d-4c39-8fed-48caf103b373,0e77db3f-7cdc-48b3-e10c-c05d74f5b464,7d85b267-ac94-499b-94c1-eff3632a4d8b,sample_text_5150,rapid_decline,warning,3+ consecutive absences,sample_text_5860,766.35,at_risk,sample_text_6991,5b22fa71-538f-4f40-5599-52754e6eb443,,5b22fa71-538f-4f40-5599-52754e6eb443,,,0660e705-3f95-4fd9-a41a-321262e51eb3,sample_text_2496,2025-06-29T10:12:17.868Z,2025-08-15T00:18:23.048Z
new,5daa69c3-0441-45b9-3b31-6ea1c650892d,88b0e36b-b656-458b-a217-1ecd18059a5e,8e053e88-8c6b-4a2d-0248-e26f6841348e,343e4691-d779-4742-a9b6-c828fbb55b61,sample_text_4611,threshold_breach,warning,New student identified as at-risk,sample_text_1255,77.4,critical,sample_text_9316,7a4c360c-bb74-4deb-f15e-c8b948e7a622,,3f95f74e-1bdc-41c3-893d-2d90a62d76bc,,,cc19aa3d-8df7-4ba6-943a-ebbf9970c3bc,sample_text_7793,2025-04-27T04:10:22.148Z,2025-11-12T01:20:49.694Z
acknowledged,f95a84c3-2a22-4c73-9cda-24493f19de70,6a99f44c-cd63-4dbb-cf53-848619c0777c,4f6d2f72-e04a-4494-a2d8-a7c9330625ec,837a9baf-7fed-4fe4-630e-eeaf60164bcb,sample_text_5427,chronic_absence,warning,Grade decline detected,sample_text_2994,395.05,at_risk,sample_text_4417,c6fb6b4b-9efd-4a20-fd85-28ef5167ab5d,2025-07-28T18:40:25.621Z,f8d9b2f5-6abe-4500-e812-54aa85e6d1f7,2026-01-18T13:17:51.827Z,sample_text_4848,f9139713-caa6-44fc-57f8-54d13d1981b1,sample_text_8152,2025-04-19T15:04:42.722Z,2025-07-11T19:50:20.536Z
acknowledged,65818b28-d194-41c0-02df-a475a41fccee,bf5b2674-cb91-4ebb-83d2-e4fb3d01527d,98dc63d7-8988-4ff8-b7ca-2ab8d1f39352,b1160aa4-615e-46be-c33f-53b664f1618f,sample_text_8628,attendance_drop,warning,Rapid decline in math performance,sample_text_7192,592.33,critical,sample_text_6531,6cd68fef-f7ed-4b57-a09f-e6e7ee2302bd,2026-02-20T22:26:35.983Z,b941f6ec-4ce0-4310-9221-6be0482727a0,2025-11-10T08:15:31.600Z,sample_text_6419,9fb97d7d-c648-45dd-decd-8fba34ef4c41,sample_text_1755,2026-02-22T04:37:23.107Z,2025-12-08T21:11:26.736Z
new,ca2912f4-ec86-4acb-179e-5caea40e9775,f2db5800-6204-4658-299e-43fbfcbbfafa,2de16969-104d-43a0-bfd9-fe690d9d6eac,00e48b05-b6cb-410f-1525-6668c44bdb40,sample_text_9627,new_risk_detected,warning,Rapid decline in math performance,sample_text_9663,889.24,critical,sample_text_9317,0a5b5544-8433-485d-8477-4051a66c59da,,616cd82a-150d-43e4-e90b-50dd3877886b,,,a70b1f5f-95d9-4a6b-0910-a715243975f7,sample_text_398,2025-06-20T08:03:35.678Z,2026-04-05T03:21:01.603Z
dismissed,dce3defb-9d8b-44a0-a5e9-79109b22dcdc,1d47d7ea-13cc-41cc-4dbe-2c2857f61f11,2d6bfb42-752b-4b9d-3444-de223d3aae60,3a19d003-2447-4c77-d435-69866c42a3e8,sample_text_506,attendance_drop,info,Missing assignment rate above 20%,sample_text_3091,567.25,critical,sample_text_4641,c99158d6-bd93-42cc-6585-6fedbda473c8,2025-10-26T15:21:37.790Z,01576ed3-e96e-415a-7c79-d2b4e79c9251,2025-10-27T20:30:28.986Z,sample_text_5126,4298b1e0-3106-4cb3-2217-06e177b7279a,sample_text_887,2025-06-12T16:24:13.517Z,2026-01-06T19:46:35.422Z
new,159abcfb-41ca-4681-a3e0-ab8f2e61adc5,b6c16064-b6ee-4429-9b33-08fdb973ae3e,8e053e88-8c6b-4a2d-0248-e26f6841348e,10539e4e-19ad-49ff-5fb1-13c6a13a9cc0,sample_text_7163,threshold_breach,warning,Rapid decline in math performance,sample_text_5350,776.63,critical,sample_text_7600,f1f1b656-b2d4-47c0-837f-3221be4d02cd,,3bfa1ef4-6a42-4cc6-e6e5-1989f79cca90,,,81bdd85f-842c-462f-80f2-77e9a08b68bb,sample_text_232,2026-01-04T06:42:46.369Z,2025-10-28T00:15:49.195Z
resolved,9859508b-f62f-42a6-cf6c-601af41ea3d2,4c12ef9a-02b4-428c-fd4f-cba269a2420d,0e77db3f-7cdc-48b3-e10c-c05d74f5b464,76fb7096-3d5c-4180-3013-e7a55c8b02bb,sample_text_2782,attendance_drop,warning,Intervention overdue for review,sample_text_4343,588.3,at_risk,sample_text_8401,b3ab5a31-3db7-455f-604b-d752ad0d37c7,2025-12-27T00:53:54.239Z,a7fdde05-87ad-4532-1887-2448d13ec652,2025-09-08T00:47:20.262Z,sample_text_1176,01063723-1de5-41a1-e5d1-0089f90f19b6,sample_text_4056,2025-04-14T16:34:45.583Z,2025-09-21T02:08:47.961Z
dismissed,d3bbc966-ab55-48fb-166e-fc20fdff41ce,d88040c2-7352-4d11-9a68-7cbd74b4e554,31e6dcd8-7b5b-4c54-b419-66da1259c0d7,921679af-a07e-442d-b254-00f81e5f665d,sample_text_7206,threshold_breach,critical,Behavior incidents increasing,sample_text_5936,35.52,critical,sample_text_2154,65b719d4-a6d4-4c9f-1165-ea0ebe168811,2026-02-13T20:07:57.754Z,fa8263d2-b6b1-4514-4f07-6307b13d93f7,2025-11-30T20:19:11.701Z,sample_text_4757,f9139713-caa6-44fc-57f8-54d13d1981b1,sample_text_3024,2025-12-10T07:40:03.544Z,2025-12-10T15:19:53.087Z
resolved,2b8dada5-5075-4030-f100-c90694764a71,ba155be0-5a7a-456e-d27e-918de14653a3,afb57115-93e2-41e4-19fb-726afc7dc847,5b1b6bbb-ac85-477d-9a11-d480281a4b21,sample_text_5029,attendance_drop,urgent,Grade decline detected,sample_text_5086,922.17,critical,sample_text_6915,65b719d4-a6d4-4c9f-1165-ea0ebe168811,2025-12-25T01:30:33.014Z,b941f6ec-4ce0-4310-9221-6be0482727a0,2025-09-23T08:47:13.447Z,sample_text_670,5b87189e-f2c1-4df6-c8e6-85342cf1a109,sample_text_4323,2025-10-23T18:24:44.777Z,2025-05-18T01:15:30.766Z
new,d2f72027-0f10-4810-e2a3-a95760e21aa4,1fb34f52-1556-4251-7d57-7df3c6d13cca,2de16969-104d-43a0-bfd9-fe690d9d6eac,1c4d8e9f-05af-4567-fc15-60738335dd73,sample_text_8094,new_risk_detected,critical,New student identified as at-risk,sample_text_4868,571.36,critical,sample_text_850,034eaa7e-6ebe-4134-5494-fbfbc43c72ec,,074f3f9d-1d98-495a-36ce-ea4c10de32e7,,,53d17442-b477-40dd-7421-38a81cb807b4,sample_text_5248,2025-11-12T22:50:20.755Z,2025-07-30T20:42:10.610Z
acknowledged,9c8fb860-80af-4409-b53c-0311486f0e5b,196c6bc1-3402-422f-9e97-9911128b378b,a9f9f807-e129-4f29-9091-c45f8770da1a,291d99ad-c85c-4557-8915-25527607d5cf,sample_text_5642,consecutive_absences,urgent,Behavior incidents increasing,sample_text_3000,742.65,at_risk,sample_text_2616,d9edb57f-a55c-4a07-df66-d6f8356c9964,2025-09-05T06:35:10.641Z,699866f4-eda9-4222-4727-7702d9d050eb,2026-03-15T06:46:20.193Z,sample_text_3399,4802aca5-84c1-4dec-bcdf-1d631717991e,sample_text_5809,2025-06-16T11:31:15.206Z,2025-11-10T11:52:36.138Z
in_review,5c0805cf-723d-4144-792e-d42db650a3e5,85b74049-f75e-454d-ec4f-d43cd6879fa9,7abd7935-415a-4e5c-0200-73c72eee9749,00e48b05-b6cb-410f-1525-6668c44bdb40,sample_text_4448,intervention_overdue,warning,New student identified as at-risk,sample_text_4735,923.95,at_risk,sample_text_9527,ea49fb72-2050-42e2-81c3-091e5dbcc276,2025-09-15T17:51:14.058Z,03983122-261d-403c-9284-32860383f137,2026-03-04T22:50:44.545Z,sample_text_919,f9139713-caa6-44fc-57f8-54d13d1981b1,sample_text_8443,2025-09-08T17:14:56.120Z,2025-06-25T09:45:39.466Z
acknowledged,8f71ede0-96f8-4eac-db38-5fc66ad33e8a,0cfd3d78-6b2f-4584-1a81-cc3ea05b70a5,98dc63d7-8988-4ff8-b7ca-2ab8d1f39352,94dc4310-c140-4af7-8a5b-88c24ff5a5d3,sample_text_1322,trend_warning,critical,Behavior incidents increasing,sample_text_9043,758.35,critical,sample_text_4304,e4b1ae0d-39bf-42a5-dfb9-7a9275ba3f82,2026-03-02T11:28:47.162Z,7275a4a2-65a3-47ed-3d1e-7026f453021d,2025-08-07T02:24:59.377Z,sample_text_4433,1324442d-05e7-4e13-b8ac-4c2aea5d1728,sample_text_4397,2026-03-19T14:43:40.492Z,2026-03-07T19:44:19.229Z
dismissed,25eb9e70-fa7f-43bd-cf31-73e8848210cf,f2f9f047-79a4-47a5-43fb-2b3884cd3483,6fd51bd1-cbdc-4c3a-0686-e52d7fe6061c,76fb7096-3d5c-4180-3013-e7a55c8b02bb,sample_text_3648,new_risk_detected,info,Behavior incidents increasing,sample_text_5016,746.4,at_risk,sample_text_6180,3f95f74e-1bdc-41c3-893d-2d90a62d76bc,2025-11-23T04:40:03.636Z,b68d9d85-277a-4f14-1564-cbb9598388f9,2025-10-08T12:48:01.323Z,sample_text_2254,cc19aa3d-8df7-4ba6-943a-ebbf9970c3bc,sample_text_8176,2026-03-08T07:09:35.549Z,2026-01-06T09:00:54.830Z
