id,intervention_id,school_id,student_id,planned_sessions_per_week,planned_minutes_per_session,planned_total_weeks,planned_total_sessions,planned_total_minutes,actual_sessions_completed,actual_sessions_partial,actual_sessions_cancelled,actual_sessions_no_show,actual_total_minutes,session_completion_rate,dosage_compliance_rate,attendance_rate,average_fidelity_score,fidelity_trend,weeks_elapsed,sessions_behind_schedule,minutes_behind_schedule,on_track,average_engagement_rate,dosage_status,inference_flags,first_session_date,last_session_date,next_session_date,computed_at,created_at,updated_at
fd766c8e-9e78-48e2-d935-f5cb20d07d02,22cc6a8f-9b50-4313-a8c9-a3c43b392d05,837a9baf-7fed-4fe4-630e-eeaf60164bcb,8e053e88-8c6b-4a2d-0248-e26f6841348e,558.78,48,564,744,142,641,891,980,79,647,38.29,57.88,39.97,239.51,stable,315,126,416,true,40.52,not_started,sample_text_1428,2025-04-21T04:59:48.707Z,2025-12-05T08:45:13.470Z,2025-06-13T23:14:55.256Z,2026-03-26T07:12:10.334Z,2025-12-26T05:25:42.473Z,2025-08-09T11:21:14.851Z
914cc6e5-368a-4bec-8064-62e0db520746,6d2954e1-a294-4f4c-a73e-cd9374c16466,921679af-a07e-442d-b254-00f81e5f665d,6fd51bd1-cbdc-4c3a-0686-e52d7fe6061c,331.3,932,332,489,918,884,626,121,361,263,48.62,63.44,15.77,853.69,declining,366,737,245,false,41.5,not_started,sample_text_6467,2025-07-10T11:58:00.692Z,2026-03-05T14:03:20.364Z,2025-07-04T17:04:00.051Z,2025-05-09T09:56:04.304Z,2026-01-17T22:01:03.195Z,2025-11-13T20:44:03.000Z
3e899eb3-1fc1-4542-687f-11be1e1e1454,8f80124e-7fab-4583-99a9-6b1f15ac293c,00e48b05-b6cb-410f-1525-6668c44bdb40,2de16969-104d-43a0-bfd9-fe690d9d6eac,257.47,688,359,454,10,606,564,332,401,430,80.94,58.2,6.99,289.4,declining,83,834,535,true,9.09,on_track,sample_text_8443,2026-02-01T11:59:29.424Z,2025-09-24T10:01:44.565Z,2026-01-15T07:06:06.211Z,2025-10-07T23:04:56.332Z,2025-10-18T18:52:33.774Z,2025-12-17T14:51:04.541Z
97f626de-b0db-4ad4-cc41-904c3752b2a3,e3365cd7-81d6-41a6-c786-86fd08bb2298,343e4691-d779-4742-a9b6-c828fbb55b61,ef30f378-ae06-4200-e466-b63a46dd4365,375.27,258,361,683,637,692,256,448,128,799,41,19.39,68.09,413.93,stable,531,237,118,false,10.93,completed,sample_text_6666,2025-07-19T01:44:32.771Z,2025-07-19T06:12:34.243Z,2025-06-20T21:35:48.770Z,2025-06-19T07:53:03.007Z,2025-11-18T06:14:29.630Z,2025-12-27T18:32:21.921Z
6a17573c-801f-4214-a5c9-21a247e87524,4802aca5-84c1-4dec-bcdf-1d631717991e,2e858920-a13b-46d3-3f94-8050bb03f098,12c936b7-76a2-4244-3342-f64b193771af,735.41,176,168,564,249,225,891,580,540,886,21.36,75.03,64.4,950.15,declining,144,912,228,true,34.94,on_track,sample_text_8438,2025-12-18T08:29:22.801Z,2025-12-26T02:15:35.790Z,2025-07-23T06:48:02.353Z,2025-06-23T08:03:43.785Z,2025-08-27T05:53:07.825Z,2026-03-28T01:24:56.530Z
9aacb9b8-33ca-49cb-6941-edee392422d8,0fe15401-d8c6-475b-c190-0d88ceee9427,13f8f388-7de1-4383-f922-a0d8a397e76c,3e334f12-6fd2-4fbe-3f23-a1309343356d,744.06,180,662,535,975,918,660,105,424,372,14.81,47.66,60.54,339.21,stable,266,837,423,false,83.39,completed,sample_text_8513,2025-09-02T05:35:16.282Z,2025-08-04T06:24:39.568Z,2025-12-11T16:31:05.285Z,2025-10-14T21:30:54.453Z,2025-06-06T03:56:01.389Z,2025-04-26T00:22:31.725Z
efef268f-31f0-4a33-5136-02af9f5f4480,e3365cd7-81d6-41a6-c786-86fd08bb2298,73370ee3-24e1-494c-b530-e79710873eeb,7e33c19d-304d-44cf-6308-c84646b5b9b6,547.05,307,15,477,171,519,373,631,277,802,99.96,21.7,31.19,745.03,declining,271,925,38,false,19.33,discontinued,sample_text_388,2025-10-10T15:43:43.973Z,2025-08-29T19:56:36.132Z,2025-09-03T12:46:09.580Z,2025-04-22T16:54:31.327Z,2026-01-19T22:34:33.485Z,2025-10-14T11:20:10.949Z
291b23a4-b5bb-4c52-3171-09c6c5c10b19,04f767dc-1a7c-43e8-2019-c5577d3ae052,1eca3985-996e-497f-4644-294968d742b8,cd416869-1efc-4398-0a2a-903b79ed2d98,206.01,460,66,316,773,46,173,164,956,513,80.64,34.78,25.4,726.04,declining,95,136,855,false,80.21,behind,sample_text_1931,2025-04-28T09:56:00.915Z,2025-11-02T01:29:07.793Z,2025-10-01T19:36:21.764Z,2025-04-13T10:54:27.471Z,2025-04-30T04:52:15.239Z,2025-04-13T12:35:39.207Z
a818cb90-396e-43e8-a037-535bed705b1d,01063723-1de5-41a1-e5d1-0089f90f19b6,f56bd850-ae1d-4c12-1f67-ecd289df1620,dc5c38cd-11bd-4d48-b540-0659ffe8f55b,576.5,612,926,204,941,269,599,872,42,358,71.43,59.47,23,363.42,declining,92,739,16,false,83.34,behind,sample_text_3463,2025-11-24T14:38:03.823Z,2025-07-12T12:25:13.393Z,2026-02-11T04:34:18.604Z,2025-04-25T11:30:28.389Z,2025-05-27T03:40:01.148Z,2026-01-06T04:42:12.987Z
6bf58d0d-0ee8-43ee-636d-ae9114388e1f,da56bf9e-670d-458d-06b7-c28efe44bae9,e112e16e-d7d4-47de-a1f6-038db1f702ae,6ca9565d-394f-4984-5af6-b337411ec843,834.74,461,646,469,681,295,79,806,616,493,28.93,26.1,30.52,879.39,declining,821,709,787,false,44.54,not_started,sample_text_2661,2025-04-20T00:55:48.439Z,2025-09-16T19:18:19.595Z,2025-04-16T17:43:28.661Z,2026-04-08T03:36:59.601Z,2026-04-03T12:19:58.763Z,2026-04-10T00:42:27.593Z
662c2f5f-9a65-433a-5e44-7f5f56ce8c05,e4e629c5-87d4-4ff9-a454-60a9e53957d8,94519cc1-bdc7-4549-769e-8964efcea7c6,73e655b7-927f-4010-5d38-ed87d5958465,801.56,498,741,85,609,12,814,17,577,967,92.07,73.38,14.29,724.89,stable,87,371,812,true,71.34,discontinued,sample_text_1703,2026-03-15T03:11:38.052Z,2025-11-19T08:06:33.774Z,2026-01-05T21:08:12.986Z,2025-09-13T00:46:51.673Z,2025-06-28T18:05:01.404Z,2025-08-27T18:52:31.391Z
130a7c3b-ca4f-4c8e-f806-4e5a60664151,ff7b5b59-28e3-4c72-312f-ad72de847623,661bcb95-f84e-4871-e1c4-675bf8171439,152072c0-f075-4a77-bebe-aaa40d5c36c5,622.81,115,284,200,203,794,321,986,722,889,4.78,53.43,88.62,94.77,stable,918,331,176,false,5.09,on_track,sample_text_8902,2025-12-08T16:50:34.307Z,2025-07-11T18:08:25.633Z,2025-11-16T07:39:10.476Z,2025-11-26T06:35:23.774Z,2026-02-06T15:33:51.106Z,2025-10-09T10:12:50.455Z
a7efdbe6-5264-4ed3-9510-ec7cd142b12b,5859fef3-05c8-484e-150b-75f6cf06c810,fecc715c-91cf-4144-4e6d-27d53565cfa5,2d6bfb42-752b-4b9d-3444-de223d3aae60,212.34,738,323,873,810,355,311,184,155,169,59.87,59.97,60.96,328.75,improving,817,282,305,false,32.29,on_track,sample_text_4716,2026-02-04T18:10:02.711Z,2025-08-27T19:02:36.557Z,2025-08-23T09:50:05.031Z,2026-03-05T10:44:33.117Z,2025-08-18T16:27:39.822Z,2025-07-27T22:46:54.636Z
cac0082d-27ab-49d1-edd2-cacc3d26b6ba,0f853a45-92cb-4e08-bb3a-9f894364a97f,eb97341d-2385-4175-9a86-c3256608e18e,09e8d1ef-f5f0-41fa-38f3-10bac079d03c,748.81,960,6,692,23,180,361,250,398,164,62.66,25.23,3.92,284.2,improving,314,60,917,false,29.09,discontinued,sample_text_8488,2025-11-08T13:55:49.933Z,2025-05-08T11:35:31.745Z,2026-02-12T14:57:32.503Z,2025-06-16T04:17:08.209Z,2025-06-14T16:28:46.180Z,2025-06-10T13:17:22.290Z
54658eaf-0c6e-4da3-5265-41e6229df459,7cd8bff5-4341-4461-ae03-af249bc974f9,e394ca10-b5a0-45cc-8730-3524aff8641a,74996144-2438-4454-03fb-d777b4c9db8b,438.82,944,391,283,985,612,740,335,519,329,70.27,84.72,20.76,760.03,stable,447,240,194,false,81.86,completed,sample_text_459,2025-10-16T07:26:07.685Z,2025-06-24T11:03:14.499Z,2025-04-28T19:56:50.412Z,2025-04-19T16:57:26.907Z,2025-08-07T05:01:22.697Z,2025-10-25T12:11:15.764Z
12a4e728-6111-41f4-dda3-ac77eee9e81a,7086daf9-3111-437e-3beb-ae91b8ea51fb,f3e56a9d-701d-4138-17b4-468168466ac1,974aa30d-547e-4e21-86d6-1f3c34623f7f,881.7,512,226,471,28,697,780,249,954,218,30.25,98.41,44.92,647.4,improving,235,48,844,true,37.06,completed,sample_text_6722,2025-08-27T18:06:23.574Z,2026-01-15T10:25:49.019Z,2025-10-04T09:52:06.998Z,2026-01-20T16:02:02.325Z,2025-09-27T14:19:40.901Z,2025-08-22T18:23:08.723Z
9cb97a6e-2ca4-44f2-c698-91f8bdb63f86,ec3dd584-9571-48a4-dbfd-905d9bdad20d,1eca3985-996e-497f-4644-294968d742b8,2d6bfb42-752b-4b9d-3444-de223d3aae60,832.51,812,895,694,196,561,319,10,434,382,15.37,57.55,98.73,486.58,stable,362,262,576,true,81.11,completed,sample_text_2355,2025-09-17T07:24:13.140Z,2025-07-04T09:18:34.253Z,2025-05-08T23:01:43.091Z,2025-08-28T07:00:50.637Z,2025-09-01T16:17:32.214Z,2025-07-06T17:34:02.170Z
4aeffcee-f097-4fdf-1006-5bf0698820f5,e3365cd7-81d6-41a6-c786-86fd08bb2298,13f8f388-7de1-4383-f922-a0d8a397e76c,0e77db3f-7cdc-48b3-e10c-c05d74f5b464,215.35,248,241,158,771,941,519,944,922,947,21.2,34.24,33.54,658.27,improving,146,999,140,true,83.64,behind,sample_text_3293,2026-02-04T07:49:24.129Z,2026-01-31T16:44:08.039Z,2025-12-26T13:06:33.652Z,2025-08-31T17:04:33.623Z,2025-07-25T23:09:41.699Z,2025-10-20T06:48:17.053Z
8663046c-50ac-4d73-059d-997b8200ca93,1c838e84-c20a-4ba3-eb30-b5b3f01c4156,4fab3abf-dd8f-4d4b-ef39-52d4314418ca,dc5c38cd-11bd-4d48-b540-0659ffe8f55b,303.01,380,62,613,382,792,198,568,392,450,80.1,37.32,99.55,676.1,declining,541,347,80,true,96.62,not_started,sample_text_1400,2025-12-06T23:02:03.738Z,2026-02-18T16:29:10.098Z,2025-04-29T07:50:06.139Z,2026-01-21T00:22:04.344Z,2026-04-07T18:52:20.949Z,2025-10-17T08:12:31.661Z
7ae0bc1a-305f-4d8d-481d-11004cf0b042,9bc1579d-9568-426b-e472-0da17f977ab5,16c0f045-ad9e-4d23-8922-374a2534b914,5ad3d718-54d7-4cd2-1fcf-87aea33287e9,339.83,138,184,329,520,698,95,594,94,265,31.36,54.64,54.85,510.27,stable,988,22,884,true,51.57,behind,sample_text_5779,2025-06-08T12:22:36.122Z,2025-11-26T04:37:13.071Z,2026-04-05T10:38:45.321Z,2025-05-14T07:04:50.164Z,2026-01-21T01:47:55.089Z,2025-09-23T01:58:22.862Z
4defecfa-b728-442d-8b4b-dea3442e0fdc,2aec5726-4c1e-417e-c6cf-9881808fd293,7e8192d3-756a-4974-209e-dc1ea1cca26e,b913d05c-d452-4b8d-58bc-5af42ecc92ad,314.18,836,811,102,37,149,983,706,72,80,10.02,17.63,12.71,686.66,stable,881,487,894,true,95.09,discontinued,sample_text_5090,2025-11-10T06:42:23.083Z,2026-02-12T09:50:19.912Z,2025-12-24T11:54:23.792Z,2025-05-22T13:36:16.049Z,2025-12-04T19:24:38.150Z,2025-04-22T01:44:21.533Z
0d892de1-657b-4953-fe12-18490efb1ee0,0a6828b5-4d55-4c26-d7ba-a1b99663b2fe,1c4d8e9f-05af-4567-fc15-60738335dd73,ca649c96-10ee-4d76-dcea-e4beca9603df,936.85,323,763,232,270,281,48,202,2,363,97.28,67.03,47.17,158.67,stable,153,192,601,false,34.69,critical,sample_text_2683,2026-02-17T15:35:26.557Z,2025-11-08T23:21:08.274Z,2025-12-09T19:40:04.471Z,2026-02-06T11:04:03.153Z,2026-02-08T02:02:44.989Z,2025-09-01T12:38:11.732Z
2894dd70-3268-4850-e3cb-78ccc4276cdf,9fb97d7d-c648-45dd-decd-8fba34ef4c41,c8bf5171-97bd-4a3c-df89-c4059e1474e2,5cca90e9-35ef-4b60-da97-176e79a801fd,682.58,344,932,911,542,391,354,877,510,248,84.07,97.64,44.76,513.09,declining,611,618,131,false,44.34,not_started,sample_text_9280,2025-08-03T11:09:31.301Z,2026-01-24T14:28:31.899Z,2026-01-01T15:38:37.708Z,2025-11-03T19:09:16.938Z,2025-04-15T06:38:23.738Z,2025-11-30T18:18:51.191Z
b4003243-bfdd-4cf0-9321-f2ae8bdbf04e,e3365cd7-81d6-41a6-c786-86fd08bb2298,2e858920-a13b-46d3-3f94-8050bb03f098,f3bdc0f5-709a-4443-3bcd-690202dcd619,322.85,222,210,488,164,536,294,117,5,578,89.49,21.71,60.52,547.53,stable,207,597,172,false,63.18,not_started,sample_text_4981,2026-01-06T14:23:16.160Z,2025-04-26T03:51:23.741Z,2026-01-29T16:29:42.432Z,2026-01-27T13:26:57.457Z,2026-02-18T06:33:54.092Z,2026-04-01T01:52:24.288Z
572145b4-8c66-47cc-0dce-1d31100d8410,0a6828b5-4d55-4c26-d7ba-a1b99663b2fe,521d1584-627e-495f-893e-82a12f5344be,44e96aef-1775-4e8c-e285-02e0cadba8e3,985.33,922,506,674,711,718,508,125,765,577,7.94,62.03,59.58,744.82,improving,99,655,186,true,53.7,on_track,sample_text_960,2025-12-10T07:18:11.137Z,2025-07-14T19:25:33.634Z,2025-05-25T03:31:49.360Z,2025-06-22T11:24:52.009Z,2026-03-12T00:42:38.647Z,2026-02-23T07:35:11.394Z
19ee76da-1d08-4576-5344-4dd71b9bfcca,e0b5f5e4-afd9-462e-ec04-fb5455b210a3,4f68cba7-6170-4ab1-21f9-a7a23a74f8c0,cd416869-1efc-4398-0a2a-903b79ed2d98,173.61,502,54,911,799,144,788,754,307,887,29.99,4.86,35.55,848.04,improving,840,583,701,true,38.92,behind,sample_text_2559,2026-02-25T00:41:33.513Z,2025-09-09T23:58:30.167Z,2025-04-13T06:41:59.973Z,2026-01-16T05:28:54.203Z,2025-06-18T21:53:31.583Z,2025-06-29T08:24:47.580Z
ce1c9ec4-5276-4cd3-2140-73f4a1d23436,6d2954e1-a294-4f4c-a73e-cd9374c16466,16c0f045-ad9e-4d23-8922-374a2534b914,40dc6875-50a3-4da6-8104-124ea7a529fb,554.89,601,228,866,859,49,756,135,204,377,82.52,91.12,77.53,535.95,declining,927,773,509,false,76.28,completed,sample_text_4870,2025-12-19T13:10:59.289Z,2025-05-23T21:01:12.261Z,2025-11-04T13:10:11.446Z,2026-02-14T00:28:14.963Z,2025-11-26T20:36:02.972Z,2026-01-22T07:08:24.688Z
cac4b84f-2da7-4b13-66cc-1edd8622be38,093f659d-b7ea-45cd-f8d9-33ac23698fa0,e394ca10-b5a0-45cc-8730-3524aff8641a,afb57115-93e2-41e4-19fb-726afc7dc847,340.03,246,349,530,957,547,186,255,564,823,98.68,72.46,32.26,271.61,improving,686,959,256,false,72.56,not_started,sample_text_6488,2025-06-10T09:02:58.625Z,2026-02-16T10:14:25.260Z,2026-02-17T17:15:20.861Z,2025-06-22T12:38:09.595Z,2025-09-11T00:44:25.755Z,2025-09-14T06:33:37.680Z
f63d57df-c5c5-40b9-5e2f-8f0501b0e0cd,8e77bf83-cdbf-4e65-c0fd-b456dae5ca6e,eb97341d-2385-4175-9a86-c3256608e18e,cd416869-1efc-4398-0a2a-903b79ed2d98,315.91,468,284,801,990,987,181,629,430,289,52.28,27.53,74.39,714.32,improving,659,216,269,true,21.35,completed,sample_text_2259,2025-09-21T16:12:43.490Z,2025-04-20T09:01:19.219Z,2025-10-30T16:06:42.292Z,2026-02-16T17:15:30.782Z,2026-03-29T07:16:05.970Z,2025-06-11T08:14:38.361Z
e4b26cbe-c8b0-4411-dbc4-6432633be19f,0f853a45-92cb-4e08-bb3a-9f894364a97f,7cc152ca-2334-4efd-8c58-4327009bcdb6,19b0ce65-5cea-46af-9685-0855cb090984,126.15,452,698,564,391,874,721,657,437,43,75.77,59.72,51.86,400.88,declining,870,860,115,false,28.27,not_started,sample_text_7784,2025-12-13T11:12:37.641Z,2025-12-12T01:58:10.077Z,2025-11-17T21:50:21.973Z,2026-01-25T15:10:02.213Z,2025-07-15T11:29:43.083Z,2025-10-14T22:39:59.433Z
162563c6-47d0-4063-6063-9925b5e30def,8e77bf83-cdbf-4e65-c0fd-b456dae5ca6e,2e858920-a13b-46d3-3f94-8050bb03f098,440eba09-b8a9-4df2-7ce2-88916df0536d,738.81,765,389,679,254,886,508,935,596,728,31.47,43.79,25.52,358.36,declining,372,14,90,false,38.3,on_track,sample_text_4359,2025-09-27T06:47:31.943Z,2026-02-23T13:20:01.136Z,2026-01-04T14:20:18.485Z,2025-07-08T18:26:48.130Z,2026-02-05T07:29:04.411Z,2025-09-19T10:55:39.300Z
fbb50cfa-9d2b-49e2-42a4-5fc491d19cfd,354a8aed-8ff3-48d7-00fd-76a6427a85cc,c8bf5171-97bd-4a3c-df89-c4059e1474e2,f61f2a14-3a64-4170-c4e0-7f394614ec15,103.23,118,22,344,890,463,396,265,849,20,39.87,36.61,19.14,769.05,improving,81,901,987,false,41.23,not_started,sample_text_3780,2025-12-13T00:41:23.688Z,2025-10-23T02:26:58.919Z,2025-05-25T02:30:52.536Z,2025-10-25T06:42:42.506Z,2025-11-20T03:13:04.529Z,2025-09-11T05:09:16.536Z
e0717a3f-ec2f-484c-56d5-fc8b4b0ed14d,04f767dc-1a7c-43e8-2019-c5577d3ae052,89bd14e2-cf78-45ab-904a-7a7f0f4a4010,73e655b7-927f-4010-5d38-ed87d5958465,365.06,889,810,122,904,560,822,913,655,147,20.1,53.03,55.53,486.72,improving,91,968,43,false,86.3,completed,sample_text_1697,2026-03-08T07:00:09.257Z,2026-01-14T22:50:08.603Z,2025-12-22T09:11:01.653Z,2025-11-03T20:31:55.572Z,2025-05-29T13:04:49.311Z,2025-12-24T09:30:32.496Z
a00897bc-de01-4fe9-7cd3-94b9449bebfe,a27d74e2-2d9c-4728-84c3-cf4dbccaa5ee,1c4d8e9f-05af-4567-fc15-60738335dd73,43a0c009-5096-4beb-ceb2-2e90d29fa6d1,303.98,446,554,981,133,620,26,226,862,802,87.7,27.78,51.23,639.18,declining,533,579,42,true,10.1,completed,sample_text_9002,2025-05-08T11:50:34.310Z,2025-06-16T08:25:12.532Z,2025-08-06T18:15:38.748Z,2025-04-19T00:32:18.978Z,2025-09-07T15:19:43.153Z,2026-01-10T19:02:52.678Z
3c794bce-5fc8-40bb-fc58-1c0437aec604,a70b1f5f-95d9-4a6b-0910-a715243975f7,f902ac6e-7076-46f8-2ee0-d0970401682b,12c936b7-76a2-4244-3342-f64b193771af,575.11,878,831,309,852,934,16,85,632,819,11.67,82.95,43.8,854.95,improving,303,968,370,false,13.62,completed,sample_text_7423,2025-12-19T16:32:38.223Z,2026-03-11T06:01:29.434Z,2025-07-26T08:55:44.873Z,2025-04-29T14:45:35.488Z,2025-07-08T10:30:48.562Z,2025-11-18T00:12:39.746Z
f296a5ed-4f50-4275-6711-6cd57227c9df,3821dac3-4b74-4883-4b91-de100fbd6258,820e0d69-1dec-4fa2-7dff-4973e37417e7,152072c0-f075-4a77-bebe-aaa40d5c36c5,730.04,84,820,87,895,43,997,275,645,223,3.87,79.23,16.87,897.17,stable,838,53,609,true,53.01,discontinued,sample_text_9382,2025-08-27T02:17:21.871Z,2025-06-19T20:46:02.584Z,2025-06-20T10:53:47.072Z,2025-10-04T10:45:02.308Z,2026-02-14T21:08:06.491Z,2025-05-29T15:03:46.492Z
f48610d7-07da-4abf-b612-eee463f339b5,e0b5f5e4-afd9-462e-ec04-fb5455b210a3,10539e4e-19ad-49ff-5fb1-13c6a13a9cc0,a37257b2-9391-4433-6110-687c09f379ec,852.05,522,331,341,496,84,954,69,558,302,54.88,74.98,90.19,135.57,stable,20,972,464,true,12.74,behind,sample_text_1439,2026-03-14T10:11:23.602Z,2025-07-27T00:07:36.754Z,2025-07-24T05:23:12.390Z,2025-08-27T03:53:51.090Z,2025-05-31T21:25:11.949Z,2025-06-27T16:18:08.177Z
59e75f7e-c19a-41a0-c2ad-ea042068e069,b67c6dd5-03b5-49d6-f6fa-91a5dcce714c,7e8192d3-756a-4974-209e-dc1ea1cca26e,f3bdc0f5-709a-4443-3bcd-690202dcd619,983.55,448,427,216,588,569,253,993,143,35,63.94,15.75,49,713.79,stable,956,971,270,false,73.65,completed,sample_text_8532,2025-07-12T03:47:57.729Z,2026-01-27T05:09:28.000Z,2025-12-20T01:19:57.302Z,2026-03-14T06:58:30.506Z,2025-09-16T22:17:51.714Z,2025-06-03T04:14:11.765Z
8fcfca0a-26fe-4b67-7808-3daf16314568,ddaebb0c-208f-4c1d-99d6-3c94ad714d88,921679af-a07e-442d-b254-00f81e5f665d,1458a564-2503-4c4e-98fd-ff8eee30f920,638.39,551,401,683,584,775,69,539,798,236,18.09,65.75,43.97,882.77,declining,672,122,289,true,47.65,completed,sample_text_916,2026-01-01T14:06:13.773Z,2025-06-15T09:05:44.181Z,2026-03-25T11:51:19.885Z,2025-06-28T09:39:04.488Z,2025-06-09T10:48:53.513Z,2025-11-16T10:22:21.699Z
d1511c75-fc87-46d0-cbb3-7098bbca0bab,8e77bf83-cdbf-4e65-c0fd-b456dae5ca6e,59faa8f0-e266-467f-aa62-7fd97008cad7,0ba497e7-4a6e-4b40-b8d5-7f23952ad2cd,818.41,440,322,546,528,358,703,574,466,763,68.97,68.09,14.88,865.51,improving,849,839,942,false,47.99,critical,sample_text_6909,2025-05-27T00:21:03.501Z,2026-03-30T14:36:28.923Z,2026-02-26T06:47:22.347Z,2025-10-15T21:52:41.301Z,2025-10-31T06:14:37.857Z,2026-03-15T12:06:46.040Z
98a844b1-fdde-40ea-c4f1-533aaa8dcbf9,22cc6a8f-9b50-4313-a8c9-a3c43b392d05,e536d26c-1212-499f-3401-979cc6978147,ef30f378-ae06-4200-e466-b63a46dd4365,452.15,84,408,661,923,303,976,189,649,146,82.17,37.95,76.03,349.42,stable,203,907,510,false,87.27,on_track,sample_text_2438,2026-04-11T20:51:01.676Z,2025-05-12T09:58:04.259Z,2025-07-31T21:23:14.896Z,2026-02-05T16:56:52.700Z,2026-01-26T13:45:52.837Z,2026-02-13T06:22:41.575Z
2533646c-b82a-45f1-569a-fd48d6a3506e,da56bf9e-670d-458d-06b7-c28efe44bae9,8fcce2e7-79c7-439d-1c00-1a62a46a56f2,49c0f8d8-fcc1-4c41-a548-3ff914a66692,238.56,639,304,4,312,984,55,220,975,109,14.42,35.82,14.66,99.58,stable,465,358,189,true,36.37,not_started,sample_text_2820,2026-03-10T14:53:51.525Z,2025-04-17T23:42:05.341Z,2025-11-28T18:20:36.765Z,2026-01-31T12:01:54.706Z,2025-09-11T19:05:46.364Z,2026-01-09T03:42:37.739Z
45d3a707-b330-4899-417c-cad01216bebe,e2e17755-5579-455b-5775-badd073cd6e2,13f8f388-7de1-4383-f922-a0d8a397e76c,cd416869-1efc-4398-0a2a-903b79ed2d98,181.53,803,154,211,534,375,833,472,455,653,20.93,93.89,51.42,504.03,improving,171,137,73,false,41.69,completed,sample_text_6853,2026-03-13T19:11:27.560Z,2025-11-26T21:18:17.565Z,2026-01-04T17:32:46.840Z,2025-07-08T09:53:11.723Z,2025-09-03T14:46:25.421Z,2025-10-08T08:21:05.924Z
a00d3c11-8970-4b47-12fa-25d987507102,53d17442-b477-40dd-7421-38a81cb807b4,c41be56c-1b03-4f83-3798-7ff82c84c273,26241fc8-1326-4f27-2a84-eb284a0bd4ba,487.81,538,729,743,694,588,170,433,122,395,60.77,82.36,32.53,515.46,stable,388,859,270,true,69.62,on_track,sample_text_1108,2026-02-16T08:08:59.085Z,2025-11-06T22:36:00.344Z,2026-03-15T04:47:16.852Z,2026-03-19T13:48:03.961Z,2025-09-13T10:01:30.263Z,2026-02-25T22:17:11.022Z
172562d3-f346-42ec-3db0-2853a48fae2c,da56bf9e-670d-458d-06b7-c28efe44bae9,930d6afd-4225-4c87-6245-39cb7a7a0d26,857fcefe-5faf-4a3c-df5d-917321d0ed26,372.06,840,579,204,508,232,157,229,153,606,62.12,54.84,81.18,105.84,declining,791,582,823,true,59.45,behind,sample_text_1434,2025-07-25T14:27:19.808Z,2025-04-21T04:56:32.798Z,2026-03-07T03:42:55.631Z,2025-11-25T04:21:14.790Z,2025-10-05T16:12:59.067Z,2025-11-21T12:57:16.776Z
55d982b9-9846-48bf-f089-bba401d81869,e3365cd7-81d6-41a6-c786-86fd08bb2298,4ca6797c-e546-4f8b-df90-dbb08907d99e,7e8ad38f-d17c-4824-3c91-c8579a6b5e5f,921.91,15,995,179,365,208,993,581,403,997,28.19,10.79,80.82,738.18,declining,387,782,237,true,59.35,completed,sample_text_4156,2025-05-11T03:36:12.772Z,2026-02-25T09:12:39.692Z,2025-11-05T15:37:24.580Z,2025-08-10T12:17:32.811Z,2026-03-26T13:05:20.856Z,2025-08-19T02:16:08.317Z
1f67bb1d-a5ab-4f65-9c6e-5abf4464466d,e5536f1d-70a4-4729-c482-8f7e415dd89b,7cc152ca-2334-4efd-8c58-4327009bcdb6,2815d421-fa85-4846-4e67-32f2b052db68,383.43,419,352,671,907,192,46,134,689,44,65.16,58.54,44.67,849.73,improving,406,207,755,false,4.36,completed,sample_text_8955,2025-08-07T20:28:08.575Z,2026-03-07T15:32:19.453Z,2025-09-25T12:40:48.374Z,2025-06-10T01:10:13.020Z,2026-02-27T06:01:16.259Z,2026-02-22T19:37:28.954Z
833cb58b-123a-4de6-6e50-1608a41b6236,0a6828b5-4d55-4c26-d7ba-a1b99663b2fe,94dc4310-c140-4af7-8a5b-88c24ff5a5d3,4b7cf6ad-bee5-43d3-4470-e6643cf6983e,950.64,835,842,733,884,972,159,469,92,825,61.74,72.96,36.99,465.11,stable,78,825,419,false,96.77,on_track,sample_text_357,2026-03-29T01:32:25.261Z,2026-02-12T01:32:30.059Z,2025-05-27T03:02:12.337Z,2025-07-08T18:06:32.383Z,2026-02-07T22:55:17.979Z,2025-06-20T10:36:42.605Z
5b8fdac3-1220-4177-70b5-cca4c4653088,56ce6d7a-11a7-4010-eed8-0ac222e7299e,24557b57-0c13-4c0c-a3e9-39903a1a94a3,942582d6-df90-465e-0a7c-344463dcc5fc,757.02,431,363,738,260,475,274,923,889,153,57.7,80.17,89.03,276.02,improving,980,191,606,false,99.45,discontinued,sample_text_8810,2025-08-06T15:20:04.854Z,2026-01-04T13:46:43.031Z,2025-05-13T05:16:30.877Z,2025-11-03T05:01:33.428Z,2025-09-28T16:52:09.918Z,2025-07-23T21:02:30.314Z
89a05fc7-4fe0-4d73-1ae9-d8fb40bbdee5,ddaebb0c-208f-4c1d-99d6-3c94ad714d88,32a1daeb-123e-4dbe-b622-aea59b73722d,8e053e88-8c6b-4a2d-0248-e26f6841348e,184.94,320,449,514,101,234,184,520,314,59,14.25,45.06,42.78,459.75,stable,688,168,682,true,59.86,discontinued,sample_text_6809,2025-11-17T07:19:19.990Z,2026-03-21T18:35:45.855Z,2025-08-28T03:28:55.459Z,2025-12-03T12:43:18.006Z,2026-03-04T16:43:14.732Z,2025-05-14T17:02:49.863Z
